graph_name,vertex_count,coloring_method,n_threads,coloring_time,colors_used
anna.graph,138,par_jp,4,0.002822,11
anna.graph,138,color_op_ver,4,0.013273,11
queen9_9.graph,81,seq_greedy,4,0.000260,14
queen9_9.graph,81,seq_ldf,4,0.000285,16
queen9_9.graph,81,rec_rlf,4,0.001495,15
queen9_9.graph,81,par_jp,4,0.018626,14
queen9_9.graph,81,color_op_ver,4,0.048884,12
myciel7.graph,191,seq_greedy,4,0.000526,9
myciel7.graph,191,seq_ldf,4,0.000621,8
myciel7.graph,191,rec_rlf,4,0.003906,8
myciel7.graph,191,par_jp,4,0.026000,8
myciel7.graph,191,color_op_ver,4,0.084648,8
dsjr500.1.graph,500,seq_greedy,4,0.001018,14
dsjr500.1.graph,500,seq_ldf,4,0.001112,13
dsjr500.1.graph,500,rec_rlf,4,0.033829,14
dsjr500.1.graph,500,par_jp,4,0.000899,15
dsjr500.1.graph,500,color_op_ver,4,0.722202,13
dsjc250.1.graph,250,seq_greedy,4,0.000737,13
dsjc250.1.graph,250,seq_ldf,4,0.000837,12
dsjc250.1.graph,250,rec_rlf,4,0.012309,13
dsjc250.1.graph,250,par_jp,4,0.014103,12
dsjc250.1.graph,250,color_op_ver,4,0.341055,11
queen7_7.graph,49,seq_greedy,4,0.000133,11
queen7_7.graph,49,seq_ldf,4,0.000122,12
queen7_7.graph,49,rec_rlf,4,0.000456,11
queen7_7.graph,49,par_jp,4,0.013828,11
queen7_7.graph,49,color_op_ver,4,0.011231,10
r250.1.graph,250,seq_greedy,4,0.000294,9
r250.1.graph,250,seq_ldf,4,0.000351,8
r250.1.graph,250,rec_rlf,4,0.005483,9
r250.1.graph,250,par_jp,4,0.044091,9
r250.1.graph,250,color_op_ver,4,0.054650,8
miles500.graph,128,seq_greedy,4,0.000305,22
miles500.graph,128,seq_ldf,4,0.000334,20
miles500.graph,128,rec_rlf,4,0.002370,21
miles500.graph,128,par_jp,4,0.010177,21
miles500.graph,128,color_op_ver,4,0.087879,21
dsjc125.1.graph,125,seq_greedy,4,0.000214,7
dsjc125.1.graph,125,seq_ldf,4,0.000229,6
dsjc125.1.graph,125,rec_rlf,4,0.001809,8
dsjc125.1.graph,125,par_jp,4,0.031792,8
dsjc125.1.graph,125,color_op_ver,4,0.022689,7
queen5_5.graph,25,seq_greedy,4,0.000061,7
queen5_5.graph,25,seq_ldf,4,0.000046,5
queen5_5.graph,25,rec_rlf,4,0.000093,6
queen5_5.graph,25,par_jp,4,0.016636,8
queen5_5.graph,25,color_op_ver,4,0.001264,6
homer.graph,561,seq_greedy,4,0.000558,14
homer.graph,561,seq_ldf,4,0.000672,13
homer.graph,561,rec_rlf,4,0.015555,13
homer.graph,561,par_jp,4,0.028367,14
homer.graph,561,color_op_ver,4,0.150156,13
zeroin.i.1.graph,211,seq_greedy,4,0.000897,49
zeroin.i.1.graph,211,seq_ldf,4,0.000974,49
zeroin.i.1.graph,211,rec_rlf,4,0.008803,49
zeroin.i.1.graph,211,par_jp,4,0.017519,49
zeroin.i.1.graph,211,color_op_ver,4,0.859792,49
david.graph,87,seq_greedy,4,0.000132,11
david.graph,87,seq_ldf,4,0.000137,11
david.graph,87,rec_rlf,4,0.000492,11
david.graph,87,par_jp,4,0.021653,11
david.graph,87,color_op_ver,4,0.010496,12
mulsol.i.4.graph,185,seq_greedy,4,0.000850,31
mulsol.i.4.graph,185,seq_ldf,4,0.000920,31
mulsol.i.4.graph,185,rec_rlf,4,0.010826,31
mulsol.i.4.graph,185,par_jp,4,0.002613,31
mulsol.i.4.graph,185,color_op_ver,4,0.626032,31
mulsol.i.3.graph,184,seq_greedy,4,0.000831,31
mulsol.i.3.graph,184,seq_ldf,4,0.000903,31
mulsol.i.3.graph,184,rec_rlf,4,0.010506,31
mulsol.i.3.graph,184,par_jp,4,0.005891,31
mulsol.i.3.graph,184,color_op_ver,4,0.584458,31
queen11_11.graph,121,seq_greedy,4,0.000454,16
queen11_11.graph,121,seq_ldf,4,0.000467,18
queen11_11.graph,121,rec_rlf,4,0.003958,17
queen11_11.graph,121,par_jp,4,0.021218,16
queen11_11.graph,121,color_op_ver,4,0.160920,15
r125.1.graph,125,seq_greedy,4,0.000112,6
r125.1.graph,125,seq_ldf,4,0.000123,5
r125.1.graph,125,rec_rlf,4,0.000948,5
r125.1.graph,125,par_jp,4,0.020120,6
r125.1.graph,125,color_op_ver,4,0.003926,6
mulsol.i.1.graph,197,seq_greedy,4,0.000874,49
mulsol.i.1.graph,197,seq_ldf,4,0.000935,49
mulsol.i.1.graph,197,rec_rlf,4,0.009650,49
mulsol.i.1.graph,197,par_jp,4,0.002199,49
